player_id,country_id,name,sex,hand,ht,year_of_birth
215550,JPN,Ayano Shimizu,F,U,,1999
211843,ITA,Martina Di Giuseppe,F,U,,1992
203325,ITA,Martina Di Giuseppe,F,U,,1992
211222,AUS,Abbie Myers,F,R,,1995
214643,AUS,Gabriella Da Silva Fick,F,R,,2001
215832,AUS,Gabriella Da Silva Fick,F,R,,2001
201613,RUS,Arina Rodionova,F,R,,1990
211901,UKR,Valentyna Ivakhnenko,F,R,,1994
202488,UKR,Valentyna Ivakhnenko,F,R,,1994
203398,CHN,Jia Jing Lu,F,R,,1990
203288,CHN,Jia Jing Lu,F,R,,1990
201606,CAN,Rebecca Marino,F,R,,1991
211148,ITA,Jasmine Paolini,F,R,,1996
205723,POL,Magdalena Frech,F,R,,1998
206124,CHN,Fang Ying Xun,F,U,,1995
212034,CHN,Fang Ying Xun,F,U,,1995
216016,USA,Claire Liu,F,R,170.0,2001
214906,USA,Claire Liu,F,R,170.0,2001
204430,JPN,Nao Hibino,F,R,163.0,1995
211702,JPN,Nao Hibino,F,R,163.0,1995
206408,UKR,Maryna Zanevska,F,R,,1994
202628,UKR,Maryna Zanevska,F,R,,1994
206045,NED,Quirine Lemoine,F,L,,1992
201554,SRB,Dejana Radanovic,F,U,,1997
211407,SRB,Dejana Radanovic,F,U,,1997
202450,SVK,Jana Cepelova,F,R,168.0,1994
203281,NED,Lesley Kerkhove,F,R,,1992
204246,NED,Lesley Kerkhove,F,R,,1992
206102,FRA,Myrtille Georges,F,R,,1991
202707,FRA,Myrtille Georges,F,R,,1991
202653,CZE,Denisa Allertova,F,R,,1994
211736,CHN,Xinyun Han,F,L,,1991
201580,CHN,Xinyun Han,F,L,,1991
201534,KAZ,Sesil Karatantcheva,F,R,171.0,1990
201402,KAZ,Sesil Karatantcheva,F,R,171.0,1990
211719,ROU,Raluca Georgiana Serban,F,R,,1998
213779,ROU,Raluca Georgiana Serban,F,R,,1998
203564,FRA,Chloe Paquet,F,R,,1995
214981,KAZ,Elena Rybakina,F,R,184.0,2000
202579,ITA,Giulia Gatto Monticone,F,R,,1988
203354,UKR,Anastasia Zarytska,F,U,,1998
213941,UKR,Anastasia Zarytska,F,U,,1998
201674,AUS,Alexandra Bozovic,F,U,,2000
213544,CRO,Jana Fett,F,R,,1997
215096,AUS,Jaimee Fourlis,F,R,,2000
202659,BEL,Kimberley Zimmermann,F,R,,1996
206251,BEL,Kimberley Zimmermann,F,R,,1996
206252,CZE,Marie Bouzkova,F,R,180.0,1999
214684,CAN,Katherine Sebov,F,U,,1999
202705,PAR,Veronica Cepede Royg,F,R,,1993
202480,NED,Arantxa Rus,F,L,180.0,1991
201551,NED,Arantxa Rus,F,L,180.0,1991
206390,GER,Sabine Lisicki,F,R,178.0,1990
201513,GER,Sabine Lisicki,F,R,178.0,1990
201648,GBR,Naomi Broady,F,R,189.0,1991
202916,ESP,Georgina Garcia Perez,F,U,,1993
214541,CHN,Yuxuan Zhang,F,R,,1995
202508,CHN,Yuxuan Zhang,F,R,,1995
203575,CHN,Fangzhou Liu,F,R,,1996
203578,CHN,Fangzhou Liu,F,R,,1996
202457,TPE,En Shuo Liang,F,U,,2001
215314,TPE,En Shuo Liang,F,U,,2001
202504,CHN,Ying Ying Duan,F,R,,1990
214694,IND,Karman Thandi,F,U,,1999
202489,GER,Carina Witthoeft,F,R,,1996
201616,USA,Lauren Davis,F,R,157.0,1994
215219,BEL,Yanina Wickmayer,F,R,182.0,1990
106398,ARG,Pedro Cachin,M,R,,1996
205734,BRA,Thiago Seyboth Wild,M,R,,2001
106198,BOL,Hugo Dellien,M,R,,1994
105948,NOR,Casper Ruud,M,R,183.0,1999
202103,ARG,Francisco Cerundolo,M,R,,1999
105911,ARG,Andrea Collarini,M,L,,1992
207680,ARG,Facundo Diaz Acosta,M,L,,2001
106032,ARG,Facundo Arguello,M,R,,1993
105559,FRA,Jonathan Eysseric,M,L,180.0,1991
206758,FRA,Antoine Cornut Chauvinc,M,U,,2001
126127,FRA,Benjamin Bonzi,M,R,,1997
200247,BUL,Alexandar Lazarov,M,R,,1998
202090,BUL,Adrian Andreev,M,R,,2002
106220,BUL,Dimitar Kuzmanov,M,R,,1994
126328,BUL,Gabriel Donev,M,R,,1997
111200,ARG,Juan Pablo Ficovich,M,R,,1997
126663,ARG,Juan Pablo Ficovich,M,R,,1997
202106,ARG,Juan Bautista Otegui,M,R,,2000
200368,CAN,Jack Mingjie Lin,M,R,,2000
105398,USA,Adam El Mihdawy,M,U,,1990
105933,ECU,Roberto Quiroz,M,L,,1993
202318,USA,Roy Smith,M,U,,1999
207992,USA,Cannon Kingsley,M,U,,2002
125847,NED,Jelle Sels,M,U,,1996
105691,NED,Scott Griekspoor,M,R,,1991
207764,GER,Jan Lennard Struff,M,R,193.0,1991
105223,ARG,Juan Martin del Potro,,R,198.0,1989
111577,USA,Jared Donaldson,M,R,,1997
208186,USA,Preston Brown,M,U,,2002
124186,FRA,Alexandre Muller,M,R,,1997
202178,BRA,Mateus De Carvalho Cardoso Alves,M,R,,2001
