tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2017-W-WITF-GER-13A-2017,20170814
2017-W-WITF-GER-14A-2017,20170821
2017-W-WITF-GER-15A-2017,20170904
2017-W-WITF-GRE-01A-2017,20170306
2017-W-WITF-GRE-02A-2017,20170313
2017-W-WITF-GRE-03A-2017,20170320
2017-W-WITF-GRE-04A-2017,20170327
2017-W-WITF-GRE-05A-2017,20170403
2017-W-WITF-GRE-06A-2017,20171023
2017-W-WITF-GRE-07A-2017,20171030
2017-W-WITF-GRE-08A-2017,20171106
2017-W-WITF-GRE-09A-2017,20171113
2017-W-WITF-GRE-10A-2017,20171120
2017-W-WITF-HKG-01A-2017,20170102
2017-W-WITF-HKG-06A-2017,20170724
2017-W-WITF-HUN-01A-2017,20170501
2017-W-WITF-HUN-02A-2017,20170508
2017-W-WITF-HUN-03A-2017,20170612
2017-W-WITF-HUN-04A-2017,20170619
2017-W-WITF-HUN-05A-2017,20170710
2017-W-WITF-HUN-06A-2017,20170821
2017-W-WITF-HUN-07A-2017,20170828
2017-W-WITF-HUN-08A-2017,20170904
2017-W-WITF-HUN-09A-2017,20170911
2017-W-WITF-IND-01A-2017,20170227
2017-W-WITF-IND-02A-2017,20170605
2017-W-WITF-IND-03A-2017,20171106
2017-W-WITF-IND-04A-2017,20171204
2017-W-WITF-IND-07A-2017,20171127
2017-W-WITF-IRL-01A-2017,20170724
2017-W-WITF-ISR-01A-2017,20170501
2017-W-WITF-ISR-02A-2017,20170626
2017-W-WITF-ISR-03A-2017,20170619
2017-W-WITF-ITA-01A-2017,20170320
2017-W-WITF-ITA-01B-2017,20170213
2017-W-WITF-ITA-02A-2017,20170327
2017-W-WITF-ITA-03A-2017,20170306
2017-W-WITF-ITA-04A-2017,20170313
2017-W-WITF-ITA-05A-2017,20170403
2017-W-WITF-ITA-07A-2017,20170417
2017-W-WITF-ITA-08A-2017,20170424
2017-W-WITF-ITA-09A-2017,20170501
2017-W-WITF-ITA-10A-2017,20170508
2017-W-WITF-ITA-11A-2017,20170522
2017-W-WITF-ITA-12A-2017,20170529
2017-W-WITF-ITA-13A-2017,20170605
2017-W-WITF-ITA-14A-2017,20170612
2017-W-WITF-ITA-15A-2017,20170619
2017-W-WITF-ITA-16A-2017,20170626
2017-W-WITF-ITA-17A-2017,20170703
2017-W-WITF-ITA-18A-2017,20170710
2017-W-WITF-ITA-19A-2017,20170717
2017-W-WITF-ITA-20A-2017,20170724
2017-W-WITF-ITA-22A-2017,20170814
2017-W-WITF-ITA-23A-2017,20170821
2017-W-WITF-ITA-24A-2017,20170828
2017-W-WITF-ITA-25A-2017,20170904
2017-W-WITF-ITA-26A-2017,20170911
2017-W-WITF-ITA-27A-2017,20170918
2017-W-WITF-ITA-28A-2017,20170925
2017-W-WITF-ITA-29A-2017,20171002
2017-W-WITF-ITA-30A-2017,20171009
2017-W-WITF-ITA-31A-2017,20171016
2017-W-WITF-ITA-32A-2017,20171023
2017-W-WITF-ITA-33A-2017,20171030
2017-W-WITF-ITA-34A-2017,20171106
2017-W-WITF-JPN-01A-2017,20170320
2017-W-WITF-JPN-01B-2017,20170306
2017-W-WITF-JPN-02A-2017,20170327
2017-W-WITF-JPN-03A-2017,20170403
2017-W-WITF-JPN-04A-2017,20170501
2017-W-WITF-JPN-05A-2017,20170508
2017-W-WITF-JPN-06A-2017,20170515
2017-W-WITF-JPN-07A-2017,20170522
2017-W-WITF-JPN-08A-2017,20170605
2017-W-WITF-JPN-08B-2017,20170612
2017-W-WITF-JPN-09A-2017,20170821
2017-W-WITF-JPN-09B-2017,20170828
2017-W-WITF-JPN-10A-2017,20170904
2017-W-WITF-JPN-11A-2017,20171009
2017-W-WITF-JPN-12A-2017,20171016
2017-W-WITF-JPN-13A-2017,20171113
2017-W-WITF-JPN-14A-2017,20171106
2017-W-WITF-KAZ-01A-2017,20170123
2017-W-WITF-KAZ-02A-2017,20170130
2017-W-WITF-KAZ-02B-2017,20170410
2017-W-WITF-KAZ-03A-2017,20170417
2017-W-WITF-KAZ-05A-2017,20170717
2017-W-WITF-KAZ-06A-2017,20170828
2017-W-WITF-KAZ-07A-2017,20170918
2017-W-WITF-KAZ-08A-2017,20170925
2017-W-WITF-KOR-01A-2017,20170508
2017-W-WITF-KOR-02A-2017,20170515
2017-W-WITF-KOR-03A-2017,20170522
2017-W-WITF-KOR-04A-2017,20170529
2017-W-WITF-KOR-05A-2017,20170605
2017-W-WITF-KOR-06A-2017,20170612
2017-W-WITF-KOR-08A-2017,20170828
2017-W-WITF-KOR-09A-2017,20170904
2017-W-WITF-LBN-01A-2017,20170925
2017-W-WITF-LBN-02A-2017,20171002
2017-W-WITF-LUX-01A-2017,20171030
2017-W-WITF-MAR-01A-2017,20171030
2017-W-WITF-MAR-02A-2017,20171106
2017-W-WITF-MAR-03A-2017,20171113
2017-W-WITF-MEX-01A-2017,20170410
2017-W-WITF-MEX-02A-2017,20170918
2017-W-WITF-MNE-01A-2017,20170918
2017-W-WITF-NED-01A-2017,20170619
2017-W-WITF-NED-02A-2017,20170703
2017-W-WITF-NED-03A-2017,20170710
2017-W-WITF-NED-04A-2017,20170814
2017-W-WITF-NED-05A-2017,20170821
2017-W-WITF-NED-06A-2017,20170828
2017-W-WITF-NGR-01A-2017,20171009
2017-W-WITF-NGR-02A-2017,20171016
2017-W-WITF-NOR-01A-2017,20171113
2017-W-WITF-PAR-01A-2017,20171030
2017-W-WITF-PAR-01B-2017,20171023
2017-W-WITF-PAR-02A-2017,20171106
2017-W-WITF-POL-01A-2017,20170619
2017-W-WITF-POL-02A-2017,20170626
2017-W-WITF-POL-03A-2017,20170807
2017-W-WITF-POL-04A-2017,20170814
2017-W-WITF-POL-05A-2017,20170821
2017-W-WITF-POL-06A-2017,20170828
2017-W-WITF-POL-07A-2017,20171113
2017-W-WITF-POR-01A-2017,20170320
2017-W-WITF-POR-02A-2017,20170327
2017-W-WITF-POR-03A-2017,20170515
2017-W-WITF-POR-04A-2017,20170522
2017-W-WITF-POR-05A-2017,20170529
2017-W-WITF-POR-06A-2017,20170605
2017-W-WITF-POR-07A-2017,20170612
2017-W-WITF-POR-08A-2017,20170703
2017-W-WITF-POR-09A-2017,20170710
2017-W-WITF-POR-11A-2017,20170731
2017-W-WITF-POR-12A-2017,20171009
2017-W-WITF-POR-13A-2017,20171016
2017-W-WITF-POR-14A-2017,20171023
2017-W-WITF-POR-15A-2017,20171002
2017-W-WITF-ROU-01A-2017,20170612
2017-W-WITF-ROU-02A-2017,20170626
2017-W-WITF-ROU-03A-2017,20170703
2017-W-WITF-ROU-05A-2017,20170717
2017-W-WITF-ROU-06A-2017,20170724
2017-W-WITF-ROU-07A-2017,20170731
2017-W-WITF-ROU-08A-2017,20170807
2017-W-WITF-ROU-09A-2017,20170821
2017-W-WITF-ROU-10A-2017,20170828
2017-W-WITF-RSA-01A-2017,20171120
2017-W-WITF-RSA-02A-2017,20171127
2017-W-WITF-RSA-03A-2017,20171204
2017-W-WITF-RUS-01A-2017,20170220
2017-W-WITF-RUS-02A-2017,20170501
2017-W-WITF-RUS-03A-2017,20170710
2017-W-WITF-RUS-04A-2017,20170918
2017-W-WITF-RUS-05A-2017,20170807
2017-W-WITF-RUS-06A-2017,20170814
2017-W-WITF-SEN-01A-2017,20171113
2017-W-WITF-SLO-01A-2017,20170612
