loser_name,num_defeats,winner_name
Julian Reister,1,Guido Andreozzi
Julian Reister,1,Mathias Bourgue
Julian Reister,1,Gastao Elias
Julian Reister,1,Filip Krajinovic
Julian Reister,1,Daniel Brands
Julian Reister,1,Edouard Roger Vasselin
Julian Saborio,1,Dimitar Kuzmanov
Julian Zlobinsky,1,Luke Bambridge
Julian Zlobinsky,1,Marcelo Arevalo
Julian Zlobinsky,1,Alexios Halebian
Julian Zlobinsky,1,Luke Saville
Juliana Carton,1,Karolina Berankova
Juliana Castellanos Fernandez,1,Dominique Schaefer
Juliana Catalina Madrid Torres,1,Jessica Plazas
Juliana Catalina Madrid Torres,1,Akilah James
Juliana Jose Parra Gomez,1,Melany Solange Krywoj
Juliana Jose Parra Gomez,1,Karolina Tilander
Juliana Jose Parra Gomez,1,Paula Andrea Perez Garcia
Juliana Silva De Carvalho,1,Thai Sa Grana Pedretti
Juliana Silva De Carvalho,1,Noelia Zeballos
Juliana Silva De Carvalho,1,Giovanna Tomita
Juliana Silva De Carvalho,1,Gabriela Ce
Juliana Silva De Carvalho,1,Ayla Aksu
Juliana Silva De Carvalho,1,Hortencia Birnbaumer
Juliana Silva De Carvalho,1,Paula Andrea Perez Garcia
Juliana Silva De Carvalho,1,Barbara Gatica
Juliana Valero,1,Alberta Brianti
Juliana Valero,1,Anais Defossez
Juliana Valero,1,Adriana Reami
Juliana Valero,1,Paula Ormaechea
Juliana Valero,1,Noelia Zeballos
Juliana Valero,1,Carla Lucero
Juliana Valero,1,Angela Fita Boluda
Juliana Valero,1,Dominique Schaefer
Juliana Valero,1,Lisa Matviyenko
Juliana Valero,1,Fernanda Brito
Juliana Valero,1,Sofia Sewing
Juliane Triebe,1,Fanny Ostlund
Juliane Triebe,1,Ioana Gaspar
Juliane Triebe,1,Julia Kimmelmann
Juliane Triebe,1,Yana Morderger
Juliane Triebe,1,Flavie Brugnone
Juliane Triebe,1,Vlada Ekshibarova
Juliane Triebe,1,Jessica Bouzas Maneiro
Juliane Triebe,1,Kristina Milenkovic
Juliane Triebe,1,Magdalena Pantuckova
Juliane Triebe,1,Viktoriya Petrenko
Juliane Triebe,1,Manon Peral
Juliane Triebe,1,Karolina Vlckova
Juliane Triebe,1,Tamara Malesevic
Juliane Triebe,1,Nora Ayala Serra
Julie Ball,1,Lauren Embree
Julie Ball,1,Nikki Luttikhuis
Julie Belgraver,3,Justina Mikulskyte
Julie Bousseau,1,Gaia Sanesi
Julie Byrne,1,Laura Deigman
Julie Byrne,1,Emily Appleton
Julie Gervais,3,Olga Saez Larra
Julie Gervais,3,Myrtille Georges
Julie Noe,1,Riya Bhatia
Julie Razafindranaly,1,Ola Abou Zekry
Julie Razafindranaly,1,Luisa Marie Huber
Julie Razafindranaly,1,Tess Sugnaux
Julie Razafindranaly,1,Barbara Kotelesova
Julie Razafindranaly,1,Sandra Samir
Julie Razafindranaly,1,Julia Wachaczyk
Julie Renson Miquel,1,Anna Maria Procacci
Julie Schalch,1,Hanine Boudjadi
Julie Struplova,1,Jaimee Fourlis
Julie Tringa,1,Emily Arbuthnott
Julie Tringa,1,Harmony Tan
Julie Tringa,1,Shelby Talcott
Julie Tringa,1,Carolina Meligeni Rodrigues Alves
Julie Tringa,1,Nadia Podoroska
Julie Tringa,1,Daniela Farfan
Julie Tringa,1,Martina Spigarelli
Julie Tringa,1,Julieta Lara Estable
Julieanne Bou,1,Andrea Koch Benvenuto
Julien Benneteau,2,Alexander Zverev
Julien Benneteau,2,Juan Martin del Potro
Julien Benneteau,2,Feliciano Lopez
Julien Benneteau,2,Thiago Monteiro
Julien Benneteau,2,Norbert Gombos
Julien Benneteau,2,Gilles Simon
Julien Cagnina,2,Cem Ilkel
Julien De Cuyper,1,Erik Crepaldi
Julien Delaplane,1,Geoffrey Blancaneaux
Julien Dubail,1,Hugo Nys
Julien Dubail,1,Andriej Kapas
Julien Dubail,1,Benjamin Becker
Julien Dubail,1,Antal Van Der Duim
Julien Dubail,1,Blake Mott
Julien Dubail,1,Tatsuma Ito
Julien Dubail,1,Patrik Rosenholm
Julien Dubail,1,Peter Gojowczyk
Julien Dubail,1,Soon Woo Kwon
Julien Dubail,1,Konstantin Kravchuk
Julien Eon,1,Corentin Denolly
Julien Eon,1,Tobias Kamke
Julien Eon,1,Gregoire Jacq
Julien Eon,1,Nicola Kuhn
Juliet Jia Wen Zhang,1,Alexandra Morozova
Julieta Albornoz,1,Ellie Halbauer
Julieta Lara Estable,3,Fernanda Brito
Julieta Lara Estable,3,Barbara Gatica
Juliette Bastin,1,Julie Gervais
Juliette Bastin,1,Axana Mareen
Juliette Bastin,1,Jodie Anna Burrage
Juliette Bastin,1,Margaux Bovy
Juliette Colard,1,Mylene Halemai
Juliette Colard,1,Lara Salden
Juliette Colard,1,Renata Voracova
Juliette Colard,1,Vanda Lukacs
Juliette Colard,1,Marine Partaud
Juliette Daries,1,Michiru Furuya
Juliette Daries,1,Aiko Yoshitomi
Juliette Loliee,2,Yana Morderger
Juliette Mazzoni,1,Nikola Novotna
Juliette Mazzoni,1,Alice Robbe
Juliette Mazzoni,1,Lou Adler
Juline Fayard,1,Clara Burel
Juline Fayard,1,Emeline Dartron
Juline Fayard,1,Tamira Paszek
Juline Fayard,1,Katarzyna Piter
Juline Fayard,1,Ivonne Cavalle Reimers
Juline Fayard,1,Clara Tauson
Julita Saner,2,Federica Rossi
Julita Saner,2,Bojana Marinkovic
Julius Tverijonas,1,Mikael Ymer
Julius Tverijonas,1,Joao Sousa
Julius Tverijonas,1,Elias Ymer
Julyette Maria Josephine Steur,2,Margot Yerolymos
Julyette Maria Josephine Steur,2,Ganna Poznikhirenko
Julyette Maria Josephine Steur,2,Andreea Amalia Rosca
Julyette Maria Josephine Steur,2,Jade Suvrijn
Julyette Maria Josephine Steur,2,Oana Georgeta Simion
Julyette Maria Josephine Steur,2,Natalija Kostic
Julyette Maria Josephine Steur,2,Mirjam Bjorklund
Jumai Muhammed,2,Blessing Samuel
Jumpei Yamasaki,1,Filip Peliwo
Jumpei Yamasaki,1,Eric Johnson
Jumpei Yamasaki,1,Blake Mott
Jumpei Yamasaki,1,Ramkumar Ramanathan
Jumpei Yamasaki,1,Miliaan Niesten
Jumpei Yamasaki,1,Matej Sabanov
Jumpei Yamasaki,1,Yecong He
Jumpei Yamasaki,1,Sem Verbeek
Jumpei Yamasaki,1,Enrique Lopez Perez
Jumpei Yamasaki,1,Soon Woo Kwon
Jumpei Yamasaki,1,Ji Sung Nam
Jumpei Yamasaki,1,Taha Baadi
Jumpei Yamasaki,1,Lucas Miedler
Jumpei Yamasaki,1,Wishaya Trongcharoenchaikul
Jumpei Yamasaki,1,Luke Saville
Jumpei Yamasaki,1,Yuta Shimizu
Jumpei Yamasaki,1,Tung Lin Wu
Jumpei Yamasaki,1,Yuichi Sugita
Jumpei Yamasaki,1,Sasi Kumar Mukund
Jumpei Yamasaki,1,Jacob Grills
Jumpei Yamasaki,1,Stephane Robert
Jun Nan Tao,1,N Vijay Sundar Prashanth
Jun Nan Tao,1,Aoxiong Wang
Jun Nan Tao,1,Kevin Krawietz
Jun Sang Park,1,Alessandro Bega
Juncheng Shang,1,Liam Broady
Jung Woong Na,2,Makoto Ochi
Junior Ore,1,Ruan Roelofse
Junior Ore,1,Orlando Luz
Junior Tavarez Pichardo,1,Juan Sebastian Gomez
Junri Namigata,4,Ayano Shimizu
Junsai Wang,1,Arlinda Rushiti
Junsai Wang,1,Qianqian Zhao
Junsai Wang,1,Sofia Nami Samavati
Junsai Wang,1,Shanshan Guo
Junsai Wang,1,Zhibek Kulambayeva
Junsai Wang,1,Jiahui Chen
Junsai Wang,1,Cristina Ene
Junsai Wang,1,Fatma Al Nabhani
Junsai Wang,1,Erika Sema
Jurabek Karimov,1,Mick Lescure
Jurabek Karimov,1,Antoine Bellier
Jurabek Karimov,1,Dayne Kelly
Jurabek Karimov,1,Viktor Durasovic
Jurabek Karimov,1,Alexander Bublik
Jurabek Karimov,1,Pavel Kotov
Jurabek Karimov,1,Mohamed Safwat
Jurabek Karimov,1,Mirza Basic
Jurabek Karimov,1,Marek Jaloviec
Jurabek Karimov,1,Marc Sieber
Jurabek Karimov,1,Lloyd Harris
Jurabek Karimov,1,Matej Sabanov
Jurabek Karimov,1,Soon Woo Kwon
Jurabek Karimov,1,Alexander Kudryavtsev
Jurabek Karimov,1,Renta Tokuda
Jurabek Karimov,1,Daniel Altmaier
Jurabek Karimov,1,Ivan Gakhov
Jurabek Karimov,1,Sergey Betov
Jurabek Karimov,1,Steven Diez
Jurabek Karimov,1,Daniel Masur
Jurgen Briand,1,Tristan Lamasine
Jurgen Melzer,2,Alex De Minaur
Jurgen Melzer,2,Ilya Ivashka
Jurgen Zopp,3,Oscar Otte
Jurij Rodionov,3,Sebastian Ofner
Justin Boulais,1,Guilherme Clezar
Justin Boulais,1,Alexis Galarneau
Justin Boulais,1,Jacob Grills
Justin Boulais,1,Borna Gojo
Justin Boulais,1,James Frawley
Justin Boulais,1,Jared Hiltzik
Justin Boulais,1,Brayden Schnur
Justin Boulais,1,Yunseong Chung
Justin Boulais,1,Manuel Guinard
Justin Boulais,1,Filip Peliwo
Justin Boulais,1,Luke Bambridge
Justin Lunn,1,Ricardo Rodriguez
Justin S Shane,1,Hugo Nys
Justina Mikulskyte,3,Beatriz Haddad Maia
Justine Bryson,1,Dia Evtimova
Justine Bryson,1,Angelica Raggi
Justine Bryson,1,Ines Ibbou
Justine Lespes,1,Xenia Knoll
Justine Ozga,1,Frances Altick
Justine Ozga,1,Bibiane Schoofs
Justine Pysson,3,Alina Silich
Justine Sophie Kwan Tung Leong,1,Angelina Gabueva
Justine Sophie Kwan Tung Leong,1,Eudice Wong Chong
Justine Sophie Kwan Tung Leong,1,Yuuki Tanaka
Justyna Jegiolka,2,Helene Scholsen
Justyna Malatinska,1,Lisa Ponomar
Justyna Malatinska,1,Natalie Proese
Justyna Malatinska,1,Nefisa Berberovic
Justyna Malatinska,1,Suzan Lamens
Justyna Malatinska,1,Anastasia Bursa
Justyna Malatinska,1,Katerina Krizova
Justyna Malatinska,1,Silvia Njiric
Justyna Malatinska,1,Taisya Pachkaleva
Justyna Malatinska,1,Jana Jablonovska
Jwany Sherif,1,Kristin Younes
Jwany Sherif,1,Taylor Ng
Jwany Sherif,1,Michiru Furuya
Ka Man Carina Ma,1,Ana Bianca Mihaila
Ka Man Carina Ma,1,Ana Savic
Ka Man Carina Ma,1,Ramu Ueda
Ka Man Carina Ma,1,Jaqueline Adina Cristian
Ka Man Carina Ma,1,Natasha Piludu
Kaaviya Balasubramanian,1,Aline Thommen
Kaaviya Balasubramanian,1,Kerstin Peckl
Kaaviya Balasubramanian,1,Clara Vlasselaer
Kaaviya Balasubramanian,1,Sowjanya Bavisetti
Kaaviya Balasubramanian,1,Fernanda Brito
Kacper Zuk,2,Blaz Kavcic
Kaheaokaleonahenahemaikalani Companion,1,Andie K Daniell
Kaheaokaleonahenahemaikalani Companion,1,Joelle Kissell
Kaheaokaleonahenahemaikalani Companion,1,Mara Schmidt
Kai Breitbach,1,Zizou Bergs
Kai Breitbach,1,Richard Gabb
Kai Breitbach,1,Mauricio Astorga
Kai Breitbach,1,Thomaz Bellucci
Kai Chen Chang,3,Kurumi Nara
Kai Chen Chang,3,Kristyna Pliskova
Kai Lin Zhang,3,Yafan Wang
Kai Lin Zhang,3,Su Jeong Jang
Kai Lin Zhang,3,Kai Chen Chang
Kai Wehnelt,1,Andrej Martin
Kaia Kanepi,2,Kateryna Kozlova
Kaia Kanepi,2,Zarina Diyas
Kaia Kanepi,2,Elise Mertens
Kaia Kruus,1,Shanice Roignot
Kaia Kruus,1,Nataly Miroslavova Ninova
Kaichi Uchida,3,Jordan Thompson
Kaichi Uchida,3,Marc Polmans
Kailey Evans,1,Emerald Able
Kailey Evans,1,Lisa Marie Rioux
Kailey Evans,1,Chanelle Van Nguyen
Kaipo Marshall,1,Lukas Hellum Lilleengen
Kaisa Jaaskelainen,1,Eija Jaatinen
Kaisaran Siewrattan,1,Roosh Wijesundera
Kaitlin Ray,1,Schena Benamar
Kaitlin Staines,1,Olivia Rogowska
Kaitlin Staines,1,Kristie Ahn
Kaitlin Staines,1,Miyu Kato
Kaitlin Staines,1,Abigail Tere Apisah
Kaitlyn Christian,2,Chanel Simmonds
Kaitlyn Mccarthy,1,Alexa Graham
Kaitlyn Mccarthy,1,Abigail Desiatnikov
Kaito Itsusaki,1,Hiroki Kondo
Kaito Itsusaki,1,Takuto Niki
Kaito Itsusaki,1,Go Soeda
Kaito Itsusaki,1,Jumpei Yamasaki
Kaito Uesugi,2,Tatsuma Ito
Kaja Juvan,3,Tamara Zidansek
Kajsa Rinaldo Persson,1,Lesley Kerkhove
Kajsa Rinaldo Persson,1,Pia Konig
Kajsa Rinaldo Persson,1,Nicole Khirin
Kajsa Rinaldo Persson,1,Irina Maria Bara
Kajsa Rinaldo Persson,1,Sabine Rutlauka
Kajsa Rinaldo Persson,1,Barbara Bonic
Kajsa Rinaldo Persson,1,Irene Burillo Escorihuela
Kajsa Rinaldo Persson,1,Dhruthi Tatachar Venugopal
Kajsa Rinaldo Persson,1,Melanie Stokke
Kajsa Rinaldo Persson,1,Caroline Romeo
Kajsa Rinaldo Persson,1,Andrea Renee Villarreal
Kajsa Rinaldo Persson,1,Mathilde Armitano
Kajsa Rinaldo Persson,1,Emily Webley Smith
Kajsa Rinaldo Persson,1,Margaux Bovy
Kajsa Rinaldo Persson,1,Martina Di Giuseppe
Kajsa Rinaldo Persson,1,Simona Waltert
Kajsa Rinaldo Persson,1,Linnea Malmqvist
Kajsa Rinaldo Persson,1,Claudia Giovine
Kajsa Rinaldo Persson,1,Savannah Broadus
Kajsa Rinaldo Persson,1,Cindy Burger
Kajsa Rinaldo Persson,1,Chieh Yu Hsu
Kajsa Rinaldo Persson,1,Michaela Honcova
Kajsa Rinaldo Persson,1,Valentina Ryser
Kajsa Rinaldo Persson,1,Ania Hertel
Kajsa Rinaldo Persson,1,Martina Trevisan
Kajsa Rinaldo Persson,1,Manca Pislak
Kajsa Rinaldo Persson,1,Zoe Kruger
Kajsa Rinaldo Persson,1,Margaux Rouvroy
Kajsa Rinaldo Persson,1,Riya Bhatia
Kajsa Rinaldo Persson,1,Nikola Breckova
Kajsa Rinaldo Persson,1,Stefanie Voegele
Kajsa Rinaldo Persson,1,Eszter Meri
Kajsa Rinaldo Persson,1,Kimberly Birrell
Kajsa Rinaldo Persson,1,Emilie Francati
Kajsa Rinaldo Persson,1,Despina Papamichail
Kajsa Rinaldo Persson,1,Maria Mateas
Kajsa Rinaldo Persson,1,Anhelina Kalita
Kajsa Rinaldo Persson,1,Nuria Parrizas Diaz
Kajsa Rinaldo Persson,1,Cristina Bucsa
Kajsa Rinaldo Persson,1,Natalia Vajdova
Kajsa Rinaldo Persson,1,Megan Mccray
Kajsa Rinaldo Persson,1,Anastasia Evgenyevna Nefedova
Kajsa Rinaldo Persson,1,Giulia Gatto Monticone
Kajsa Rinaldo Persson,1,Indy De Vroome
Kajsa Rinaldo Persson,1,Eleni Kordolaimi
Kajsa Rinaldo Persson,1,Ylena In Albon
Kamen Damov,1,Geoffrey Blancaneaux
Kamil Gajewski,1,Yaraslau Shyla
Kamil Gajewski,1,Johannes Haerteis
Kamil Majchrzak,3,Miomir Kecmanovic
Kamila Kerimbayeva,2,Sofya Zhuk
Kamila Kerimbayeva,2,Alina Silich
Kamilia Shailina,1,Viktoriia Kalinina
Kamilia Shailina,1,Ksenia Palkina
Kamilla Bartone,2,Marina Melnikova
Kamilla Bolatova,2,Albina Khabibulina
Kamilla Galieva,1,Sharmada Balu
Kamilla Kokeladze,1,Dia Evtimova
Kamilla Kokeladze,1,Caty Mcnally
Kamilla Kokeladze,1,Theo Gravouil
Kamilla Kokeladze,1,Naomi Totka
Kamilla Kokeladze,1,Kelly Williford
Kamilla Kokeladze,1,Maria Krupenina
Kamilla Kokeladze,1,Daria Nazarkina
Kamilla Kokeladze,1,Karola Patricia Bejenaru
Kamilla Kokeladze,1,Francesca Jones
Kamilla Kokeladze,1,Anna Ukolova
Kamilla Kokeladze,1,Romy Koelzer
Kamilla Kokeladze,1,Giorgia Marchetti
Kamilla Kokeladze,1,Francesca Sella
Kamilla Rakhimova,3,Daria Kruzhkova
Kamilla Rakhimova,3,Vitalia Diatchenko
Kamola Amanova,1,Beatris Spasova
Kamonwan Buayam,1,Bunyawi Thamchaiwat
Kamonwan Buayam,1,Misaki Matsuda
Kamonwan Buayam,1,Yafan Wang
Kamonwan Buayam,1,Elise Mertens
Kamonwan Buayam,1,Claudia Coppola
Kamonwan Buayam,1,Natalija Kostic
Kamonwan Buayam,1,Nigina Abduraimova
Kamonwan Buayam,1,Xiaodi You
Kamonwan Buayam,1,Yeong Won Jeong
Kamonwan Buayam,1,Jodie Anna Burrage
Kamonwan Buayam,1,Chompoothip Jandakate
Kamonwan Buayam,1,Yukun Zhang
Kamonwan Buayam,1,Sunam Jeong
Kamonwan Buayam,1,Meiqi Guo
Kamonwan Buayam,1,Aiko Yoshitomi
Kamonwan Buayam,1,Katarzyna Kawa
Kamonwan Buayam,1,Anastasia Gasanova
Kamonwan Buayam,1,Wushuang Zheng
Kamonwan Buayam,1,Hanyu Guo
Kamonwan Buayam,1,Andrea Ka
Kamonwan Buayam,1,Aunchisa Chanta
Kamonwan Buayam,1,Chieh Yu Hsu
Kamonwan Buayam,1,Shiho Akita
Kamonwan Buayam,1,Pei Chi Lee
Kamonwan Buayam,1,Mirjam Bjorklund
Kamonwan Buayam,1,Nudnida Luangnam
Kamonwan Buayam,1,Nina Stojanovic
Kamonwan Buayam,1,Ya Hsuan Lee
Kamonwan Buayam,1,Watsachol Sawasdee
Kamonwan Buayam,1,Aki Yamasoto
Kanae Hisami,1,Nicha Lertpitaksinchai
Kanae Hisami,1,Shiho Akita
Kanae Hisami,1,Nigina Abduraimova
Kanae Hisami,1,Storm Sanders
Kanae Hisami,1,Miyu Kato
Kanae Hisami,1,Su Jeong Jang
Kanae Hisami,1,Haruna Arakawa
Kanako Morisaki,2,Momoko Kobori
Kanako Morisaki,2,Risa Ushijima
Kanako Osafune,1,Mitsumi Kawasaki
Kanako Osafune,1,Chompoothip Jandakate
Kanako Osafune,1,Xinyu Gao
Kanako Osafune,1,Shelby Talcott
Kanako Osafune,1,Aiko Yoshitomi
Kanako Osafune,1,Olga Helmi
Kanami Tsuji,1,Reina Takahashi
Kanami Tsuji,1,Michika Ozeki
Kanami Tsuji,1,Jia Jing Lu
Kanami Tsuji,1,Kanako Morisaki
Kanami Tsuji,1,Jennifer Luikham
Kanami Tsuji,1,Federica Bilardo
Kanika Vaidya,2,Arlinda Rushiti
Kanna Nishida,1,Rika Fujiwara
Kanyanut Sudsaard,1,Mana Kawamura
Kaoru Okamoto,1,Nicole Melichar
Kara Leigh Leonard,1,Gabriella Price
Karen Barbat,3,Tess Sugnaux
Karen Esther Contreras,1,Dominique Schaefer
Karen Esther Contreras,1,Noelia Zeballos
Karen Esther Contreras,1,Dana Guzman
Karen Esther Contreras,1,Iesha Shepherd
Karen Khachanov,6,Rafael Nadal
Karen Marthiens,1,Eliz Maloney
Karen Marthiens,1,Tamara Malesevic
Karen Marthiens,1,Amandine Cazeaux
Karen Marthiens,1,Sebastianna Scilipoti
Karen Marthiens,1,Shiho Akita
Karen Marthiens,1,Gabriella Price
Karen Marthiens,1,Ayla Aksu
Karen Marthiens,1,Guiomar Maristany Zuleta De Reales
Karen Marthiens,1,Lucia Marzal Martinez
Karen Marthiens,1,Alexandra Yepifanova
Karen Marthiens,1,Cristina Bucsa
Kariann Pierre Louis,2,Raluca Georgiana Serban
Kariann Pierre Louis,2,Axana Mareen
Karim Lisset Carreras Lampert,1,Dolores Molina Portela
Karim Mohamed Maamoun,2,Nikola Milojevic
Karin Altori,1,Kristina Milenkovic
Karin Kennel,2,Vivian Wolff
Karin Kennel,2,Karman Thandi
Karin Kennel,2,Romy Koelzer
Karin Kennel,2,Fernanda Brito
Karin Knapp,1,Yulia Putintseva
Karin Knapp,1,Naomi Broady
Karin Knapp,1,Simona Halep
Karin Knapp,1,Rebecca Peterson
Karin Knapp,1,Barbora Zahlavova Strycova
Karin Knapp,1,Kurumi Nara
Karin Knapp,1,Yanina Wickmayer
Karin Knapp,1,Lucie Safarova
Karin Knapp,1,Julia Goerges
Karin Knapp,1,Su Wei Hsieh
Karin Kratochvilova,1,Maelys Bougrat
Karin Maria Handiakova,1,Maileen Nuudi
Karin Terami,1,Barbora Krejcikova
Karin Terami,1,Seung Yeon Hong
Karin Terami,1,Shuko Aoyama
Karina Kalkenova,1,Nonna Kurginyan
Karina Kalkenova,1,Elyse Lavender
Karina Kalkenova,1,Polina Nazarchuk
Karina Kalkenova,1,Tayisiya Morderger
Karina Kalkenova,1,Yana Morderger
Karina Kalkenova,1,Ilona Kremen
Karina Kalkenova,1,Anastasiya Komardina
Karina Kalkenova,1,Francesca Sella
Karina Kalkenova,1,Sofia Dmitrieva
Karina Kalkenova,1,Julyette Maria Josephine Steur
Karina Kalkenova,1,Anastasiya Zaharova
Karina Kalkenova,1,Alexandra Pisareva
Karina Kristina Vyrlan,1,Priscilla Hon
Karina Kristina Vyrlan,1,Steffi Carruthers
Karina Miller,1,Tori Kinard
Karina Miller,1,Ellie Halbauer
Karina Mohamed,1,Lea Magun
Karina Rizvanova,1,Aruzhan Sagandikova
Karine Marion Job,1,Mallaurie Noel
Karine Marion Job,1,Giulia Crescenzi
Karine Marion Job,1,Yasmine Mansouri
Karine Sarkisova,1,Kamila Kerimbayeva
Karine Sarkisova,1,Eva Alexandrova
Karine Sarkisova,1,Yana Sizikova
Karine Sarkisova,1,Andrea Gamiz
Karine Sarkisova,1,Eden Silva
Karine Sarkisova,1,Anastasia Gasanova
Karine Sarkisova,1,Clothilde De Bernardi
Karine Sarkisova,1,Anastasia Pribylova
Karine Sarkisova,1,Olga Puchkova
Karine Sarkisova,1,Ines Benito
Karine Sarkisova,1,Ilona Kremen
Karine Sarkisova,1,Sabina Shaydullina
Karine Sarkisova,1,Shalimar Talbi
Karine Sarkisova,1,Sabina Sharipova
Karine Sarkisova,1,Nonna Kurginyan
Karine Sarkisova,1,Aleksandra Vostrikova
Karis Ryan,1,Varunya Wongteanchai
Karis Ryan,1,Nastassja Burnett
Karl Friberg,1,Lucas Renard
Karl Friberg,1,Peter Polansky
Karl Friberg,1,Jules Okala
Karl Friberg,1,Milos Sekulic
Karl Friberg,1,Vit Kopriva
Karl Friberg,1,Renzo Olivo
Karl Friberg,1,Marton Fucsovics
Karl Friberg,1,Tom Kocevar Desman
Karl Poling,1,Teymuraz Gabashvili
Karl Poling,1,Inigo Cervantes Huegun
Karl Poling,1,Viktor Troicki
Karla De La Luz Montalvo,1,Elise Mertens
Karla Kilic,1,Isabella Tcherkes Zade
Karla Portalatin,1,Melisa Morales
Karla Portalatin,1,Sarah Lee
Karla Portalatin,1,Sabastiani Leon
Karla Portalatin,1,Daniela Schippers
Karla Portalatin,1,Natsumi Kawaguchi
Karman Thandi,2,Polina Monova
Karman Thandi,2,Berfu Cengiz
Karman Thandi,2,Zarina Diyas
Karman Thandi,2,Chihiro Muramatsu
Karman Thandi,2,Fang Ying Xun
Karman Thandi,2,Peangtarn Plipuech
Karman Thandi,2,Yafan Wang
Karman Thandi,2,Georgina Garcia Perez
Karman Thandi,2,Yuxuan Zhang
Karman Thandi,2,Anastasia Gasanova
Karman Thandi,2,Robin Anderson
Karman Thandi,2,Saisai Zheng
Karol Drzewiecki,1,Evgeny Karlovskiy
Karol Drzewiecki,1,Vladyslav Orlov
Karol Drzewiecki,1,Marko Tepavac
Karol Drzewiecki,1,Andre Ghem
Karol Drzewiecki,1,Mats Moraing
Karol Drzewiecki,1,Ricardo Ojeda Lara
Karol Drzewiecki,1,Gianluigi Quinzi
Karol Drzewiecki,1,Jonas Luetjen
Karol Drzewiecki,1,Mirza Basic
Karol Drzewiecki,1,Scott Duncan
Karol Drzewiecki,1,Guido Andreozzi
Karol Drzewiecki,1,Ivan Gakhov
Karol Drzewiecki,1,Jonathan Mridha
Karol Drzewiecki,1,Jaroslav Pospisil
Karol Drzewiecki,1,Bogdan Bobrov
Karol Paluch,1,Alexis Galarneau
Karola Patricia Bejenaru,2,Gergana Topalova
Karola Patricia Bejenaru,2,Alice Robbe
Karola Patricia Bejenaru,2,Ilay Yoruk
Karola Patricia Bejenaru,2,Ioana Loredana Rosca
Karola Patricia Bejenaru,2,Miriam Bianca Bulgaru
Karola Patricia Bejenaru,2,Amina Anshba
Karola Suviste,1,Marine Szostak
Karola Suviste,1,Iva Primorac
Karola Suviste,1,Ane Mintegi Del Olmo
Karola Suviste,1,Ekaterina Yashina
Karolayne Alexandre Da Rosa,2,Tereza Mihalikova
Karolina Berankova,3,Lisa Ponomar
Karolina Cechova,1,Katharina Gerlach
Karolina Cechova,1,Deborah Kerfs
Karolina Cechova,1,Petra Krejsova
Karolina Cechova,1,Karen Barbat
Karolina Cechova,1,Nikola Tomanova
Karolina Cechova,1,Jelena Simic
Karolina Cechova,1,Gozal Ainitdinova
Karolina Jaskiewicz,1,Nikola Tomanova
Karolina Jaskiewicz,1,Gabriela Duca
Karolina Jaskiewicz,1,Katarina Kuzmova
Karolina Jaskiewicz,1,Amanda Carreras
Karolina Jaskiewicz,1,Kanako Morisaki
Karolina Kowall,2,Ola Abou Zekry
Karolina Kozakova,1,Ivana Jorovic
Karolina Kozakova,1,Darja Vidmanova
Karolina Kozakova,1,Ylena In Albon
Karolina Kubanova,3,Johana Markova
Karolina Kubanova,3,Gabriela Pantuckova
Karolina Mrazikova,1,Diana Martynov
Karolina Mrowiecova,1,Stefana Lazar
Karolina Mrowiecova,1,Anna Novratidou
Karolina Muchova,2,Alison Riske
Karolina Muchova,2,Tamara Zidansek
Karolina Muchova,2,Anastasia Pavlyuchenkova
Karolina Muchova,2,Jana Fett
Karolina Muchova,2,Ekaterina Alexandrova
Karolina Muchova,2,Marketa Vondrousova
Karolina Muchova,2,Harriet Dart
Karolina Muchova,2,Angelique Kerber
Karolina Novakova,1,Emily Seibold
Karolina Novakova,1,Denisa Hindova
Karolina Novakova,1,Valentina Ryser
Karolina Novakova,1,Ani Vangelova
Karolina Novakova,1,Leyre Romero Gormaz
Karolina Novakova,1,Paulina Milosavljevic
Karolina Novotna,2,Anastasia Detiuc
Karolina Pliskova,5,Simona Halep
Karolina Snita,1,Anastasiya Komardina
Karolina Snita,1,Lisa Maria Moser
Karolina Stuchla,1,Jesika Maleckova
Karolina Stuchla,1,Anastasiya Shoshyna
Karolina Szmit,1,Gabriela Pantuckova
Karolina Tilander,1,Ainhoa Atucha Gomez
Karolina Tilander,1,Georgia Andreea Craciun
Karolina Vlckova,1,Katerina Vankova
Karolina Vlckova,1,Karolina Kubanova
Karolina Vlckova,1,Ana Sofia Sanchez
Karolina Vlckova,1,Natalie Proese
Karolina Vlckova,1,Petra Januskova
Karolina Vlckova,1,Andrea Gamiz
Karolina Vlckova,1,Ida Jarlskog
Karolina Vlckova,1,Anastasia Kulikova
Karolina Vlckova,1,Oona Orpana
Karolina Vlckova,1,Angelina Shakhraychuk
Karolina Vlckova,1,Nina Kruijer
Karolina Vlckova,1,Vendula Zovincova
Karolina Vlckova,1,Pernilla Mendesova
Karolina Vlckova,1,Anna Kubareva
Karolina Vlckova,1,Stefania Rogozinska Dzik
Karolina Vlckova,1,Amanda Carreras
Karolina Vlckova,1,Aneta Kladivova
Karolina Vlckova,1,Magali Kempen
Karolina Vlckova,1,Federica Arcidiacono
Karolina Vlckova,1,Veronika Vlkovska
Karoline Kurz,2,Anne Schaefer
Karoline Kurz,2,Anastasia Pribylova
