player_id,country_id,name,sex,hand,ht,year_of_birth
105641,SLO,Blaz Rola,M,L,185,1993
106361,CZE,Adam Pavlasek,M,R,185,1997
105633,EGY,Mohamed Safwat,M,R,183,1993
144645,CZE,Zdenek Kolar,M,R,185,1999
136440,GER,Dominik Koepfer,M,L,180,1996
104460,GER,Dustin Brown,M,R,196,1987
104122,ARG,Carlos Berlocq,M,R,183,1985
105655,JPN,Hiroki Moriya,M,R,185,1993
208014,AUS,Rinky Hijikata,M,U,185,2003
105561,ITA,Alessandro Giannessi,M,L,183,1992
104932,FRA,Kenny De Schepper,M,L,203,1989
105906,GER,Kevin Krawietz,M,R,190,1994
105943,ITA,Federico Gaio,M,R,185,1994
104629,ESP,Adrian Menendez Maceiras,M,R,185,1988
106328,USA,Christian Harrison,M,R,185,1996
105985,BAR,Darian King,M,R,185,1994
106072,RUS,Alexey Vatutin,M,R,185,1995
106110,SVK,Filip Horansky,M,R,185,1995
103917,FRA,Nicolas Mahut,M,R,190,1984
105064,BRA,Thomaz Bellucci,M,L,188,1990
111795,ITA,Filippo Baldi,M,R,185,1998
120424,GER,Yannick Maden,M,R,185,1992
121531,GER,Mats Moraing,M,L,185,1994
106291,AUS,Luke Saville,M,R,185,1996
111511,USA,Noah Rubin,M,R,185,1998
117361,AUS,Akira Santillan,M,R,185,1999
126125,FRA,Maxime Janvier,M,R,185,1999
111574,USA,Jc Aragone,M,R,185,1997
106296,FRA,Gregoire Barrere,M,R,183,1996
117353,KOR,Duck Hee Lee,M,R,185,2000
126846,AUS,Aleksandar Vukic,M,R,185,1998
201329,RUS,Vera Zvonareva,F,R,172,1987
202491,RUS,Varvara Flink,F,R,185,1999
202437,ITA,Anastasia Grymalska,F,R,185,1992
201542,AUS,Olivia Rogowska,F,R,185,1993
215290,UKR,Katarina Zavatska,F,R,185,2002
202701,RUS,Irina Khromacheva,F,L,185,1997
202482,AUT,Barbara Haas,F,R,185,1998
201664,TUR,Pemra Ozgen,F,R,185,1988
201501,BLR,Olga Govortsova,F,R,182,1991
201562,ESP,Silvia Soler Espinosa,F,R,185,1990
215804,AUS,Kaylah Mcphee,F,U,185,2000
210303,LIE,Kathinka Von Deichmann,F,R,185,1996
203569,RUS,Olga Doroshina,F,L,185,1996
213525,SUI,Jil Belen Teichmann,F,L,185,1999
201529,USA,Kristie Ahn,F,R,185,1994
213602,GBR,Gabriella Taylor,F,R,185,2000
202440,ARG,Paula Ormaechea,F,R,185,1995
204291,KOR,Na Lae Han,F,L,185,1994
202467,BUL,Elitsa Kostova,F,R,185,1992
215042,GBR,Katie Swan,F,R,170,2001
204394,GRE,Valentini Grammatikopoulou,F,U,185,1999
210705,ROU,Irina Maria Bara,F,R,185,1997
202493,GEO,Ekaterine Gorgodze,F,L,185,1994
202702,CZE,Tereza Smitkova,F,R,185,1997
215550,JPN,Ayano Shimizu,F,U,185,2000
211843,UKR,Anhelina Kalinina,F,R,185,1999
203325,ITA,Martina Di Giuseppe,F,U,185,1993
211222,USA,Jamie Loeb,F,R,185,1997
214643,RUS,Ludmilla Samsonova,F,R,185,2001
215832,AUS,Gabriella Da Silva Fick,F,R,185,2003
201613,RUS,Arina Rodionova,F,R,185,1992
211901,MDA,Aliona Bolsova,F,R,185,2000
202488,UKR,Valentyna Ivakhnenko,F,R,185,1995
203398,USA,Danielle Lao,F,R,185,1993
203288,CHN,Jia Jing Lu,F,R,185,1992
201606,CAN,Rebecca Marino,F,R,185,1993
211148,ITA,Jasmine Paolini,F,R,185,1998
205723,GER,Anna Zaja,F,R,185,1993
206124,CZE,Tereza Martincova,F,R,185,1997
212034,CHN,Fang Ying Xun,F,U,185,1997
216016,CHN,Xiyu Wang,F,L,185,2003
214906,USA,Claire Liu,F,R,170,2002
204430,GER,Antonia Lottner,F,R,185,1999
211702,JPN,Nao Hibino,F,R,163,1997
206408,ARG,Nadia Podoroska,F,U,170,1999
202628,UKR,Maryna Zanevska,F,R,185,1996
206045,NED,Quirine Lemoine,F,L,185,1994
201554,RUS,Vitalia Diatchenko,F,R,170,1993
211407,SRB,Dejana Radanovic,F,U,185,1998
202450,SVK,Jana Cepelova,F,R,168,1995
203281,FRA,Amandine Hesse,F,R,185,1995
204246,NED,Lesley Kerkhove,F,R,185,1994
206102,IND,Ankita Raina,F,R,185,1995
202707,FRA,Myrtille Georges,F,R,185,1993
202653,CZE,Denisa Allertova,F,R,185,1995
211736,SRB,Ivana Jorovic,F,R,185,1999
201580,CHN,Xinyun Han,F,L,185,1992
201534,USA,Asia Muhammed,F,R,185,1993
201402,KAZ,Sesil Karatantcheva,F,R,171,1992
211719,CHN,Shilin Xu,F,R,185,2000
213779,ROU,Raluca Georgiana Serban,F,R,185,1999
203564,FRA,Chloe Paquet,F,R,185,1996
214981,KAZ,Elena Rybakina,F,R,184,2001
202579,ITA,Giulia Gatto Monticone,F,R,185,1990
203354,ITA,Martina Trevisan,F,L,185,1996
213941,UKR,Anastasia Zarytska,F,U,185,2000
201674,UZB,Sabina Sharipova,F,R,185,1997
213544,CRO,Jana Fett,F,R,185,1999
215096,AUS,Jaimee Fourlis,F,R,185,2002
202659,CRO,Tereza Mrdeza,F,R,185,1993
206251,BEL,Kimberley Zimmermann,F,R,185,1998
206252,CZE,Barbora Krejcikova,F,R,178,1998
214684,CAN,Katherine Sebov,F,U,185,2001
202705,PAR,Veronica Cepede Royg,F,R,185,1994
202480,NED,Richel Hogenkamp,F,R,185,1994
201551,NED,Arantxa Rus,F,L,180,1993
206390,AUS,Isabelle Wallace,F,L,185,1999
201513,GER,Sabine Lisicki,F,R,178,1992
201648,GBR,Naomi Broady,F,R,189,1992
202916,ESP,Georgina Garcia Perez,F,U,185,1994
214541,HUN,Fanny Stollar,F,R,172,2001
202508,CHN,Yuxuan Zhang,F,R,185,1997
203575,MNE,Danka Kovinic,F,R,185,1997
203578,CHN,Fangzhou Liu,F,R,185,1998
202457,NED,Bibiane Schoofs,F,R,170,1990
215314,TPE,En Shuo Liang,F,U,185,2003
